X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defect_Type,Steel_Type
936,944,949655,949669,52,12,8,4674,84,132,1688,60,0.9795,0.2083,0.8889,0.0053,0.75,1.0,1.0,1.716,0.9542,0.9031,0.1111,-0.1677,0.1773,Bumps,A300
43,215,4649858,4649920,4114,262,136,470165,42,124,1360,40,0.0605,0.4881,0.3943,0.1279,0.6464,0.4615,0.0,3.6107,2.243,1.7243,-0.6057,-0.1901,1.0,K_Scatch,A400
581,621,612662,612672,460,12,50,7168,97,126,1364,100,0.9135,0.2143,0.2857,0.0059,0.6667,1.0,1.0,2.6656,0.9031,1.699,0.7143,-0.1497,0.8183,Dirtiness,A400
39,66,1715826,1715848,969,150,146,118631,106,140,1400,40,0.0557,0.5255,0.0862,0.0259,0.1867,0.9554,1.0,2.9863,1.5441,1.9243,0.9138,-0.1059,1.0,K_Scatch,A400
754,772,9754896,9754906,60,16,8,5857,109,134,1372,40,0.8532,0.3444,0.9,0.0096,0.8125,1.0,0.0,1.7781,1.1139,0.9031,-0.1,-0.0851,0.1954,Bumps,A400
118,129,1290093,1290103,87,11,15,9968,115,133,1360,40,0.1431,0.4733,0.6667,0.0073,0.9091,1.0,1.0,1.9395,1.0,1.1761,0.3333,-0.0651,0.266,Bumps,A400
853,860,1480323,1480475,52,9,9,5361,102,125,1654,60,0.7418,0.3667,0.6667,0.0041,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.3333,-0.0957,0.2018,Bumps,A400
1109,1134,2638000,2638062,527,136,61,60860,40,127,1666,40,0.3756,0.4088,0.2632,0.0654,0.8015,0.9847,1.0,2.7218,2.0374,1.7559,0.7368,-0.1704,1.0,K_Scatch,A400
1063,1072,2070769,2070796,87,11,12,8602,61,116,1648,80,0.6973,0.2593,0.8571,0.0065,1.0,1.0,1.0,1.9395,1.0414,1.0792,0.1429,-0.2232,0.2901,Bumps,A300
39,216,1750768,1750835,6562,324,184,677554,36,125,1358,40,0.0574,0.4403,0.3829,0.1289,0.5401,0.3641,0.0,3.817,2.243,1.8261,-0.6171,-0.1933,1.0,K_Scatch,A400
709,714,1620649,1620667,62,9,13,7143,99,132,1356,100,0.6465,0.4322,0.3333,0.0066,1.0,1.0,1.0,1.7924,0.7903,1.0792,0.6667,-0.1288,0.2018,Bumps,A300
1426,1439,1029531,1029596,526,67,70,456305,79,127,1648,70,0.0284,0.5663,0.2813,0.0218,0.2772,0.9286,1.0,2.7604,1.5315,1.7924,0.7188,-0.2698,0.9474,Bumps,A300
1571,1585,5071808,5071831,108,35,18,11618,97,126,1356,70,0.2599,0.5735,0.6667,0.0074,0.375,1.0,1.0,2.0334,1.0,1.2553,0.3333,-0.1455,0.633,Z_Scratch,A300
1321,1332,1564451,1564476,192,25,20,19602,88,124,1352,40,0.0355,0.3571,0.4,0.0089,0.48,1.0,1.0,2.2833,1.0792,1.301,0.6,-0.1382,0.463,Bumps,A400
1289,1302,132592,132615,184,31,22,18402,77,124,1372,40,0.2778,0.5389,0.7857,0.0096,0.4063,1.0,1.0,2.2601,1.1139,1.3424,0.2143,-0.1751,0.4963,Bumps,A400
589,601,1273552,1273556,34,9,6,4108,172,189,1387,40,0.7181,0.1556,0.8,0.0059,0.8889,1.0,0.0,1.5315,0.9031,0.7782,-0.2,0.4976,0.1551,K_Scatch,A400
1269,1290,933630,933641,630,53,56,648220,69,116,1694,80,0.0015,0.4897,0.1939,0.0222,0.2941,0.9592,1.0,2.7152,1.4771,1.6902,0.8061,-0.2745,0.9809,Bumps,A300
0,14,21349,21376,168,28,18,20916,111,134,1362,40,0.0,0.5913,0.6956,0.0125,0.8095,0.7647,1.0,2.2253,1.2305,1.2553,0.3043,-0.0626,0.4779,Bumps,A400
3,15,221100,221142,140,15,21,10915,70,86,1358,70,0.0059,0.3776,0.4286,0.0074,0.6667,0.9524,1.0,2.1461,1.0,1.301,0.5714,-0.4053,0.3012,Z_Scratch,A300
1066,1077,713788,714056,99,14,12,11803,84,127,1688,100,0.8158,0.3905,0.8333,0.0065,0.7857,1.0,0.0,1.9912,1.0414,1.0792,-0.1667,-0.1645,0.2288,Pastry,A300
0,13,1772722,1772736,130,19,23,89508,46,95,1358,70,0.0,0.5385,0.4348,0.0088,0.6316,0.9583,1.0,2.1139,1.0792,1.3617,0.5652,-0.3765,0.3601,Z_Scratch,A300
769,783,769086,769100,112,26,17,13299,116,141,1356,50,0.8304,0.5855,0.4118,0.014,0.7742,0.8824,0.0,2.0492,1.2787,1.1761,-0.5882,-0.0137,0.3882,Stains,A400
1343,1360,899231,899307,463,68,79,53536,110,133,1387,70,0.0353,0.5,0.0833,0.0155,0.2619,1.0,1.0,2.6474,1.3222,1.8389,0.9167,-0.0701,0.9603,Z_Scratch,A300
621,632,2020002,2020117,926,62,141,78978,92,140,1364,100,0.9106,0.468,0.1329,0.0081,0.1642,0.9858,1.0,2.9773,1.0414,2.143,0.8671,-0.1428,0.9999,Pastry,A400
48,175,718425,718521,3340,166,88,363821,104,133,1360,40,0.0354,0.3951,0.3371,0.0944,0.8015,0.5,0.0,3.5168,2.0792,1.6721,-0.6629,-0.095,1.0,K_Scatch,A400
519,528,3120281,3120291,114,18,12,12221,112,134,1364,100,0.5443,0.2556,0.5,0.0089,0.8571,1.0,1.0,2.0569,1.0792,1.0792,0.5,-0.0515,0.2583,Bumps,A300
599,608,171874,171878,17,9,5,2246,114,141,1360,50,0.8557,0.25,1.0,0.0029,0.6667,1.0,0.5,1.2305,0.6021,0.699,0.0,0.013,0.1361,Stains,A400
451,462,1803992,1804016,210,32,24,18480,84,141,1364,40,0.6572,0.4583,0.3235,0.0187,0.4688,0.9167,0.0,2.3222,1.415,1.3617,-0.6765,-0.1455,0.5805,Bumps,A400
34,46,4032298,4032320,365,33,40,38206,71,125,1354,70,0.0648,0.4306,0.4286,0.0089,0.3636,1.0,1.0,2.5635,1.0792,1.5441,0.5714,-0.2233,0.8153,Bumps,A300
1183,1202,1469856,1469884,449,38,51,58157,104,143,1694,80,0.3123,0.3365,0.1838,0.0059,0.4211,1.0,1.0,2.652,1.0,1.7076,0.8162,-0.11,0.9818,Dirtiness,A300
1198,1201,1863918,1864008,110,18,20,12127,92,127,1352,40,0.2482,0.311,0.45,0.0096,0.7222,1.0,1.0,2.0414,1.1139,1.301,0.55,-0.1285,0.3068,Bumps,A400
623,631,96205,96225,207,34,25,17250,82,109,1376,40,0.6638,0.583,0.75,0.0161,0.6191,0.68,1.0,2.316,1.3424,1.2041,0.25,-0.2744,0.5951,Bumps,A400
41,213,498190,498252,5576,251,117,590664,38,135,1356,40,0.0605,0.4572,0.339,0.1267,0.7012,0.5349,0.0,3.7602,2.2355,1.7781,-0.661,-0.1875,1.0,K_Scatch,A400
48,174,841077,841149,1973,184,87,240091,115,135,1358,70,0.0739,0.5225,0.5161,0.0301,0.2448,0.5373,1.0,3.2951,1.7076,1.6721,0.4839,-0.0193,1.0,Z_Scratch,A300
41,216,1889165,1889228,6562,255,125,723643,36,124,1358,40,0.0604,0.4403,0.3829,0.1289,0.6944,0.536,0.0,3.817,2.243,1.8129,-0.6171,-0.1933,1.0,K_Scatch,A400
41,212,1821207,1821379,6998,275,142,723207,43,124,1356,40,0.0605,0.4306,0.3846,0.1289,0.6364,0.4552,0.0,3.8199,2.243,1.8389,-0.6154,-0.1975,1.0,K_Scatch,A400
623,632,1748216,1748249,566,75,108,60260,91,126,1364,100,0.9164,0.3251,0.1177,0.0059,0.1067,1.0,1.0,2.7528,0.9031,2.0492,0.8824,-0.1205,0.9979,Dirtiness,A400
864,893,713328,713531,3256,145,95,342248,82,117,1358,70,0.5936,0.5176,0.3256,0.0258,0.329,0.8949,1.0,3.5168,1.5441,1.9395,0.6744,-0.1874,1.0,Z_Scratch,A300
621,632,1048818,1048832,318,38,61,35427,111,134,1364,100,0.9106,0.5591,0.1038,0.0111,0.3,1.0,1.0,2.5024,1.1761,1.7853,0.8962,-0.0366,0.9608,Dirtiness,A400
1327,1332,1432108,1432144,152,22,33,17101,111,133,1354,40,0.0325,0.4647,0.2121,0.0059,0.3636,0.9706,1.0,2.1818,0.9031,1.5185,0.7879,-0.0701,0.3834,Dirtiness,A400
39,195,1913522,1913670,13037,623,106,1505833,35,141,1402,40,0.0556,0.5647,0.9102,0.1113,0.2504,0.4578,1.0,4.1152,2.1931,2.2878,0.0898,-0.0983,1.0,K_Scatch,A400
833,844,728350,728372,101,14,19,11126,89,127,1696,85,0.793,0.3285,0.45,0.0053,0.6429,0.9474,1.0,2.0043,0.9542,1.2553,0.55,-0.1569,0.3068,Bumps,A300
39,192,2229552,2229707,10986,749,444,1273434,29,141,1400,40,0.0557,0.5849,0.9398,0.1086,0.2394,0.3612,1.0,4.0408,2.1818,2.2175,0.0602,-0.0983,1.0,K_Scatch,A400
37,212,2740809,2740889,6615,299,149,684236,36,124,1356,40,0.0546,0.4556,0.3829,0.1291,0.6604,0.4497,0.0,3.8205,2.243,1.8195,-0.6171,-0.1923,1.0,K_Scatch,A400
39,216,1903355,1903423,6878,248,128,709363,38,126,1358,40,0.0574,0.4657,0.4104,0.1303,0.6189,0.5177,0.0,3.8375,2.248,1.8325,-0.5896,-0.1875,1.0,K_Scatch,A400
13,32,2265307,2265372,220,25,27,22254,93,116,1353,175,0.1414,0.2969,0.3529,0.0111,0.5,1.0,1.0,2.3483,1.1761,1.4314,0.6471,-0.1929,0.463,Bumps,A400
1533,1542,562614,562633,359,42,43,37200,68,124,1664,100,0.1102,0.4296,0.3922,0.0097,0.2619,0.9302,1.0,2.5551,1.2041,1.6335,0.6078,-0.2261,0.9254,Pastry,A300
1245,194,1436808,1436828,15208,556,348,185716,25,141,1400,40,0.0557,0.5391,0.915,0.1071,0.2841,0.4157,1.0,3.2076,2.1761,2.1644,0.085,-0.093,1.0,K_Scatch,A400
498,515,909471,909492,4663,62,377,517021,38,132,1364,40,0.6662,0.4678,0.2286,0.0125,0.2742,0.9921,1.0,3.6866,1.2305,2.4487,0.7714,-0.1068,1.0,Pastry,A300
1588,1610,652992,653004,705,29,56,68416,53,93,1687,80,0.0852,0.3769,0.5385,0.0077,0.4483,1.0,1.0,2.8482,1.1139,1.7482,0.4615,-0.5644,0.9999,Bumps,A300
778,808,4118358,4118372,88,23,15,8355,79,125,1362,40,0.9808,0.2679,0.8,0.0059,0.4348,1.0,1.0,1.9445,0.9031,1.1761,0.2,-0.1708,0.2288,Bumps,A400
39,218,2184746,2184752,18908,821,591,2144244,30,143,1400,40,0.0586,0.5391,0.9643,0.132,0.2056,0.3678,0.0,4.2601,2.2529,2.3503,-0.0357,-0.058,1.0,K_Scatch,A400
1246,1267,172567,172592,168,38,17,21640,122,141,1364,40,0.1261,0.5176,0.7391,0.0169,0.5641,0.6579,0.0,2.2253,1.3617,1.2305,-0.2609,0.0052,0.6438,Bumps,A400
803,808,11569909,11569844,436,50,38,41492,101,132,1360,100,0.0206,0.6168,0.2105,0.0088,0.5,0.9737,1.0,2.6405,1.0792,1.5798,0.7895,-0.0948,0.9998,Bumps,A300
1427,1475,1322072,1322076,294,50,42,30269,114,140,1687,150,0.2778,0.4254,0.5152,0.0176,0.65,0.9559,0.0,2.4692,1.3802,1.5185,-0.4848,-0.0481,0.7147,Bumps,A300
625,632,75196,75234,154,25,25,15069,97,141,1364,100,0.8969,0.5667,0.2667,0.0111,0.32,1.0,1.0,2.1847,1.1761,1.3617,0.7333,-0.0851,0.6868,Pastry,A300
39,216,2300789,2300856,6776,276,132,669614,41,124,1358,40,0.0604,0.4569,0.3785,0.1303,0.6223,0.4604,0.0,3.8096,2.248,1.8195,-0.6215,-0.1851,1.0,K_Scatch,A400
39,195,166727,166883,10880,649,390,1245114,37,141,1402,40,0.0528,0.5908,0.9551,0.1113,0.2056,0.4108,1.0,4.0449,2.1931,2.2175,0.0449,-0.1805,1.0,K_Scatch,A400
434,446,1137189,1137216,137,19,16,14538,92,125,1364,40,0.6637,0.2444,0.75,0.0066,0.4737,1.0,1.0,2.1367,0.9542,1.2041,0.25,-0.1497,0.3241,Bumps,A400
1251,1261,2421444,2421508,206,17,18,21073,104,127,1356,40,0.1458,0.2441,0.8461,0.0103,0.8235,1.0,1.0,2.3139,1.1461,1.2553,0.1539,-0.1215,0.4399,Bumps,A400
1044,1055,964339,964360,264,29,31,27349,73,124,1356,40,0.2872,0.5702,0.2593,0.0126,0.6364,1.0,1.0,2.4216,1.2305,1.4914,0.7407,-0.1861,0.4913,Bumps,A400
1065,1080,2691161,2691189,109,14,17,11126,85,126,1356,70,0.6388,0.4363,0.6923,0.0081,0.7143,1.0,1.0,2.0374,1.0414,1.2305,0.3077,-0.1667,0.2928,Bumps,A300
1031,1043,1539081,1539097,137,24,26,16987,104,127,1364,40,0.4327,0.5702,0.8,0.0103,0.6207,1.0,1.0,2.1399,1.1461,1.415,0.2,-0.0961,0.5626,Bumps,A400
39,222,1700480,1700639,18906,696,482,2144244,27,142,1400,40,0.0558,0.4584,0.961,0.1291,0.2418,0.4276,1.0,4.2766,2.243,2.29,0.039,-0.081,1.0,K_Scatch,A400
39,192,1913522,1913670,12834,587,463,1487763,38,141,1400,40,0.0557,0.4727,0.9367,0.1084,0.2573,0.4233,0.0,4.1084,2.1818,2.1703,-0.0633,-0.0935,1.0,K_Scatch,A400
81,94,57715,57763,1228,106,44,112240,71,117,1356,70,0.1195,0.4762,0.8182,0.0132,0.2093,0.8182,1.0,3.0871,1.2553,1.4314,0.1818,-0.3004,1.0,Z_Scratch,A300
4,19,5437033,5437060,279,18,18,28818,77,132,1687,70,0.0047,0.3455,0.6667,0.0085,0.7333,1.0,1.0,2.4393,1.1461,1.2553,0.3333,-0.1132,0.6574,Dirtiness,A300
39,210,764107,764213,6294,280,148,654471,39,126,1356,40,0.0575,0.4233,0.3947,0.1215,0.6272,0.4667,0.0,3.7989,2.2355,1.8865,-0.6051,-0.1837,1.0,K_Scatch,A400
539,547,944704,944805,57,15,10,6684,111,165,1353,100,0.2638,0.3679,0.9,0.003,0.6667,1.0,0.0,1.7559,1.0,1.0,-0.1,0.0261,0.1954,Bumps,A300
1445,1457,2086004,2086116,184,15,13,18996,76,109,1698,120,0.2047,0.3864,0.5385,0.0059,0.6667,1.0,1.0,2.2648,1.0,1.1139,0.4615,-0.2939,0.4366,Bumps,A300
787,803,253433,253468,175,23,32,20000,85,119,1687,200,0.8619,0.3462,0.8846,0.0077,0.6846,1.0,1.0,2.243,1.1139,1.5051,0.1154,-0.1903,0.3977,Bumps,A300
39,195,2552670,2552812,8726,616,382,971036,41,141,1400,40,0.0557,0.5838,0.9737,0.1114,0.237,0.4856,1.0,3.9785,2.1931,2.2227,0.0263,-0.1059,1.0,K_Scatch,A400
42,55,155584,155593,169,25,21,18656,41,84,1356,70,0.0619,0.4363,0.7059,0.0103,0.56,0.8095,1.0,2.2279,1.1461,1.2305,0.2941,-0.5185,0.4219,Z_Scratch,A300
1373,1395,5971611,5971616,55,21,7,7484,114,140,1690,70,0.3091,0.3889,0.2778,0.0131,0.9444,0.8571,0.0,1.7404,1.2553,0.699,-0.7222,-0.0686,0.1954,Bumps,A300
1203,1219,128854,1288745,108,9,15,12127,110,133,1364,40,0.2278,0.35,0.4,0.0059,0.8889,1.0,1.0,2.0334,0.9031,1.1761,0.6,-0.0205,0.2469,Bumps,A400
1087,1114,3874199,3874261,79,18,12,11843,118,148,1368,80,0.2979,0.6338,0.1429,0.0129,0.9444,0.75,0.0,1.8976,1.3222,0.7782,-0.8571,0.0102,0.2901,Bumps,A300
1175,1187,2212600,2212608,121,12,12,16420,122,140,1356,40,0.3965,0.3232,0.8182,0.0066,0.6,1.0,0.0,2.0828,0.9542,0.9542,-0.1818,0.0092,0.2051,Bumps,A300
39,216,2254664,2254729,6250,323,149,654471,40,125,1358,40,0.0575,0.4444,0.3918,0.1303,0.548,0.4497,0.0,3.7933,2.248,1.8261,-0.6082,-0.1865,1.0,K_Scatch,A400
1297,1304,2679644,2679864,80,13,24,8709,95,121,1658,100,0.1183,0.3476,0.5,0.0067,0.6923,1.0,1.0,1.9031,0.9542,1.3802,0.5,-0.1535,0.23,Bumps,A300
41,216,1036577,1036598,6239,265,132,654358,38,127,1356,40,0.0604,0.464,0.3529,0.1291,0.5932,0.5,0.0,3.8061,2.243,1.8129,-0.6471,-0.1213,1.0,K_Scatch,A400
1227,1237,5492080,5492091,131,16,17,10152,85,118,1688,80,0.1324,0.3571,0.4706,0.0059,0.625,1.0,1.0,2.1173,1.0,1.2305,0.5294,-0.1705,0.2482,Bumps,A300
1134,1145,2669665,2669677,217,20,31,24547,103,126,1652,69,0.3264,0.268,0.4815,0.0091,0.5,1.0,1.0,2.3365,1.1761,1.4914,0.5185,-0.1088,0.5708,Pastry,A400
974,989,6571361,6571375,339,60,81,30451,115,135,1387,40,0.8331,0.4155,0.0842,0.0088,0.1467,1.0,1.0,2.5276,1.0792,1.9085,0.9158,-0.0572,0.9995,Pastry,A400
16,26,308931,308956,66,16,12,5035,70,93,1354,70,0.0251,0.4074,0.6667,0.0059,0.625,1.0,1.0,1.8195,1.0,1.0792,0.3333,-0.3754,0.2018,Z_Scratch,A300
1245,1254,178723,178731,198,24,21,19435,104,125,1364,40,0.051,0.3175,0.6842,0.0077,0.7143,1.0,1.0,2.2967,1.1139,1.3222,0.3158,-0.0935,0.463,Bumps,A400
0,15,2650440,2650475,318,41,42,202897,103,141,1698,70,0.0,0.5212,0.4286,0.0083,0.4816,0.9583,1.0,2.5024,1.1461,1.6233,0.5714,-0.0782,0.8901,Pastry,A400
39,197,1661425,1661593,12834,570,356,1507763,36,141,1400,40,0.0557,0.4562,0.9394,0.1129,0.2772,0.4157,0.0,4.1084,2.1987,2.1703,-0.0606,-0.1063,1.0,K_Scatch,A400
1190,1219,909972,909953,588,99,56,63194,96,126,1360,70,0.2094,0.4779,0.4857,0.0258,0.2385,0.7108,1.0,2.7694,1.5441,1.7076,0.5143,-0.1543,0.9994,Z_Scratch,A300
1307,1314,2613123,2613138,155,24,17,14132,90,124,1356,70,0.2982,0.5462,0.7692,0.0125,0.7083,0.7083,0.0,2.1903,1.2305,1.2305,-0.2308,-0.1903,0.3419,Z_Scratch,A300
1150,1162,830707,830795,105,25,20,12531,120,140,1690,70,0.3294,0.49,0.2,0.0022,0.4375,1.0,1.0,2.0212,0.7782,1.301,0.8,-0.0689,0.3068,Bumps,A300
39,209,1586862,1587011,6686,331,154,685717,42,126,1358,40,0.0604,0.4299,0.3842,0.1237,0.5767,0.5114,0.0,3.8158,2.2253,1.8261,-0.6158,-0.1847,1.0,K_Scatch,A400
619,628,210936,210939,59,10,10,7143,117,133,1358,50,0.9808,0.4,0.7143,0.0037,0.7143,1.0,0.0,1.7708,0.699,1.0,-0.2857,-0.0263,0.1852,Stains,A400
1067,1075,294065,294091,17,8,8,2127,113,128,1358,50,0.7618,0.3611,1.0,0.0037,1.0,0.5385,0.5,1.2305,0.699,0.6021,0.0,-0.0615,0.1292,Stains,A400
39,196,2887460,2887307,4298,313,155,470618,46,127,1358,40,0.0574,0.3794,0.3886,0.1154,0.7467,0.4855,0.0,3.6443,2.1959,1.7708,-0.6114,-0.1763,1.0,K_Scatch,A400
1031,1056,281944,281958,268,33,27,25809,80,124,1376,40,0.4485,0.6563,0.8696,0.0154,0.7188,0.8518,0.0,2.4281,1.3222,1.3617,-0.1304,-0.2489,0.7411,Bumps,A400
41,222,1292132,1292303,17977,796,513,2144244,22,141,1402,40,0.0613,0.4571,0.9459,0.1291,0.2274,0.4108,1.0,4.2547,2.2577,2.29,0.054,-0.096,1.0,K_Scatch,A400
144,175,971714,971922,1126,179,106,111196,107,140,1360,40,0.1621,0.6154,0.8839,0.0282,0.3771,0.2857,0.0,3.0515,1.5798,1.0792,-0.1161,-0.1092,1.0,K_Scatch,A400
751,758,294032,294036,131,22,18,15121,99,134,1358,40,0.8269,0.3333,0.1364,0.0059,0.4545,1.0,1.0,2.1173,0.9031,1.2553,0.8636,-0.0251,0.3834,Dirtiness,A400
39,196,652969,653195,4487,206,125,470618,44,125,1358,40,0.0574,0.3508,0.3886,0.1156,0.7621,0.528,0.0,3.652,2.1959,1.7853,-0.6114,-0.1925,1.0,K_Scatch,A400
483,512,1060291,1060313,161,30,22,18651,104,132,1356,40,0.6613,0.6583,0.4,0.0177,0.7,0.4545,0.0,2.2095,1.3802,1.0792,-0.6,-0.097,0.5296,Z_Scratch,A400
1306,1316,177076,177087,170,25,24,16633,61,95,1353,50,0.0532,0.4309,0.5556,0.0089,0.3636,1.0,1.0,2.2304,1.0792,1.4314,0.4444,-0.3142,0.5362,Bumps,A300
41,184,7300641,7300696,4788,248,136,516343,39,126,1360,40,0.0603,0.4926,0.3427,0.1051,0.6537,0.4537,0.0,3.6802,2.1553,1.7076,-0.6573,-0.1515,1.0,K_Scatch,A400
1061,1082,664879,664883,184,25,22,18644,80,124,1362,80,0.7228,0.2788,0.8824,0.011,0.8,1.0,1.0,2.2648,1.1761,1.3424,0.1177,-0.1984,0.4763,Bumps,A300
39,191,1459784,1459742,12834,670,399,1487763,31,141,1400,40,0.0586,0.4857,0.9838,0.1084,0.2179,0.4108,1.0,4.1084,2.1818,2.2253,0.0162,-0.0971,1.0,K_Scatch,A400
647,662,1094338,1094348,304,34,32,35427,116,141,1360,40,0.7665,0.5368,0.5172,0.0138,0.5,0.875,1.0,2.4829,1.2787,1.4624,0.4828,-0.0052,0.7079,Bumps,A400
126,165,2740809,2740889,677,102,98,86417,104,126,1387,40,0.1856,0.5391,0.1936,0.0144,0.2355,0.9,1.0,2.8306,1.301,1.7853,0.8065,-0.1067,0.9981,K_Scatch,A400
153,163,367324,367330,59,18,8,6318,103,126,1356,70,0.1848,0.275,0.8,0.0073,0.5556,1.0,0.0,1.7708,1.0,0.9031,-0.2,-0.1098,0.1852,Bumps,A300
754,770,707122,707137,143,27,30,15643,91,127,1362,80,0.9231,0.4259,0.8,0.0161,0.6296,1.0,1.0,2.1553,1.3424,1.4771,0.2,-0.1807,0.4465,Bumps,A300
733,740,1398598,1398603,50,9,30,5779,111,133,1358,185,0.895,0.2865,0.2,0.0041,0.7778,1.0,1.0,1.699,0.8451,1.4771,0.8,-0.0332,0.1852,Pastry,A400
41,216,707526,707593,6057,256,113,627913,39,127,1358,40,0.0604,0.4441,0.4,0.1303,0.6914,0.5636,0.0,3.7823,2.248,1.7924,-0.6,-0.1911,1.0,K_Scatch,A400
919,930,31146,325716,160,16,15,18503,113,141,1366,40,0.5515,0.25,0.5333,0.0073,0.9375,0.9333,0.0,2.2041,1.1761,1.1761,-0.4667,-0.0129,0.3834,Bumps,A400
615,623,2182560,2182564,156,13,26,15848,80,124,1364,100,0.9135,0.3486,0.3077,0.0059,0.6154,1.0,1.0,2.1931,0.9031,1.415,0.6923,-0.2069,0.3479,Pastry,A400
734,742,3178549,3178563,67,15,16,9863,97,132,1364,80,0.8639,0.4394,0.8611,0.0096,0.8667,0.625,0.0,1.8261,1.1139,1.0414,-0.1389,-0.093,0.2712,Bumps,A300
41,215,908650,908829,16469,749,495,1939163,26,141,1402,40,0.0585,0.4843,0.8216,0.1283,0.2553,0.5636,1.0,4.2167,2.2406,2.2529,0.1784,-0.0801,1.0,K_Scatch,A400
919,928,899231,899307,11,8,4,1233,99,134,1360,50,0.931,0.15,0.8461,0.0059,1.0,1.0,0.0,1.0414,0.9031,0.6021,-0.1539,-0.0651,0.1417,Stains,A400
39,196,1346248,1346264,6261,209,138,633741,38,124,1356,40,0.0575,0.4818,0.3758,0.1141,0.7484,0.5676,0.0,3.7989,2.1903,1.8195,-0.6242,-0.1893,1.0,K_Scatch,A400
309,320,745890,7458,67,10,14,7387,95,125,1698,60,0.3614,0.4388,0.5714,0.0047,0.7,1.0,1.0,1.8261,0.9031,1.1461,0.4286,-0.1372,0.1892,Pastry,A300
621,632,1434944,1435012,439,44,37,479002,41,126,1360,40,0.2581,0.5403,0.3462,0.014,0.2619,0.5938,0.0,2.6395,1.2787,1.4472,-0.6539,-0.2453,0.9474,K_Scatch,A400
39,218,1658501,1658584,6828,297,152,723643,42,126,1358,40,0.0574,0.4182,0.4637,0.1318,0.6757,0.5461,0.0,3.8343,2.2529,1.9191,-0.5363,-0.1933,1.0,K_Scatch,A400
41,232,844714,844903,20313,755,497,2400588,24,148,1402,40,0.0585,0.4373,0.9408,0.1364,0.2633,0.3803,0.0,4.3078,2.281,2.2765,-0.0592,-0.0641,1.0,K_Scatch,A400
39,213,2957266,2957336,7250,296,156,746545,42,124,1358,40,0.0633,0.4557,0.4154,0.1318,0.5944,0.4894,0.0,3.8603,2.2529,1.8389,-0.5846,-0.188,1.0,K_Scatch,A400
39,215,2957266,2957336,8457,653,387,996980,37,141,1400,40,0.0557,0.5876,0.9737,0.1298,0.2739,0.4157,0.0,3.9238,2.2455,2.2175,-0.0263,-0.0957,1.0,K_Scatch,A400
41,209,2854357,2854430,6686,275,124,687345,39,124,1358,40,0.0604,0.4709,0.4286,0.1289,0.6364,0.5245,0.0,3.8252,2.243,1.8451,-0.5714,-0.1877,1.0,K_Scatch,A400
1,8,116120,116370,267,30,35,22785,46,84,1694,60,0.0024,0.3275,0.25,0.0066,0.2333,1.0,1.0,2.4265,0.9542,1.5441,0.75,-0.5301,0.7933,Bumps,A300
39,214,1740121,1740188,6855,278,134,701946,38,124,1358,40,0.0574,0.4285,0.3815,0.1274,0.6223,0.4925,0.0,3.8342,2.238,1.8195,-0.6185,-0.2,1.0,K_Scatch,A400
37,216,441418,441483,6653,289,166,649801,46,125,1356,40,0.0574,0.4516,0.358,0.1298,0.5833,0.4889,0.0,3.7903,2.2455,1.7993,-0.6421,-0.1847,1.0,K_Scatch,A400
845,857,585861,585888,89,15,12,14167,177,191,1387,40,0.7437,0.3452,0.5833,0.005,0.5385,1.0,1.0,1.9494,0.8451,1.0792,0.4167,0.4245,0.1892,K_Scatch,A400
498,509,611732,611792,74,13,11,9934,94,134,1626,70,0.6696,0.3,0.9091,0.0059,0.7692,1.0,1.0,1.8692,1.0,1.0414,0.0909,-0.0935,0.2173,Bumps,A300
41,210,1615921,1615991,6381,293,142,674326,45,125,1358,40,0.0604,0.4654,0.3743,0.1244,0.6007,0.4437,0.0,3.8079,2.2279,1.8195,-0.6257,-0.1827,1.0,K_Scatch,A400
1299,1305,3971234,3971359,200,27,60,18996,101,132,1356,40,0.0723,0.3333,0.2339,0.0096,0.4815,1.0,1.0,2.301,1.1139,1.7781,0.7661,-0.0968,0.3945,Bumps,A400
39,196,1413272,1413720,13037,793,17,1507763,37,141,1358,40,0.0605,0.5322,0.9535,0.117,0.2428,0.4483,0.0,4.1158,2.1931,2.2175,-0.0465,-0.0971,1.0,K_Scatch,A400
1041,1059,1220649,1220517,178,31,28,17619,79,127,1387,40,0.4176,0.5167,0.3529,0.0115,0.3793,0.9643,1.0,2.2504,1.2041,1.4314,0.6471,-0.2395,0.6221,Bumps,A400
1235,1241,7430,7458,78,12,18,9275,28,86,1358,69,0.1475,0.2361,0.8889,0.0053,0.75,1.0,1.0,1.8921,0.9542,1.2553,0.1111,-0.4,0.1773,Bumps,A300
41,220,1185602,1185752,17357,796,495,2034432,24,142,1402,40,0.0585,0.4907,0.8516,0.1229,0.2266,0.4404,1.0,4.2395,2.2455,2.29,0.1484,-0.0935,1.0,K_Scatch,A400
